ethnicity,LAD19CD,count_lad19
Mixed/multiple ethnic groups: White and Asian,E07000133,142
Mixed/multiple ethnic groups: Other Mixed,E07000133,76
Asian/Asian British,E07000133,518
Asian/Asian British: Indian,E07000133,277
Asian/Asian British: Pakistani,E07000133,4
Asian/Asian British: Bangladeshi,E07000133,0
Asian/Asian British: Chinese,E07000133,103
Asian/Asian British: Other Asian,E07000133,134
Black/African/Caribbean/Black British,E07000133,95
Black/African/Caribbean/Black British: African,E07000133,39
Black/African/Caribbean/Black British: Caribbean,E07000133,38
Black/African/Caribbean/Black British: Other Black,E07000133,18
Other ethnic group,E07000133,30
Other ethnic group: Arab,E07000133,3
Other ethnic group: Any other ethnic group,E07000133,27
All usual residents,E07000134,93468
White,E07000134,91187
White: English/Welsh/Scottish/Northern Irish/British,E07000134,89116
White: Irish,E07000134,406
White: Gypsy or Irish Traveller,E07000134,77
White: Other White,E07000134,1588
Mixed/multiple ethnic groups,E07000134,881
Mixed/multiple ethnic groups: White and Black Caribbean,E07000134,358
Mixed/multiple ethnic groups: White and Black African,E07000134,59
Mixed/multiple ethnic groups: White and Asian,E07000134,322
Mixed/multiple ethnic groups: Other Mixed,E07000134,142
Asian/Asian British,E07000134,1074
Asian/Asian British: Indian,E07000134,520
Asian/Asian British: Pakistani,E07000134,16
Asian/Asian British: Bangladeshi,E07000134,20
Asian/Asian British: Chinese,E07000134,198
Asian/Asian British: Other Asian,E07000134,320
Black/African/Caribbean/Black British,E07000134,205
Black/African/Caribbean/Black British: African,E07000134,91
Black/African/Caribbean/Black British: Caribbean,E07000134,78
Black/African/Caribbean/Black British: Other Black,E07000134,36
Other ethnic group,E07000134,121
Other ethnic group: Arab,E07000134,25
Other ethnic group: Any other ethnic group,E07000134,96
All usual residents,E07000135,56170
White,E07000135,41011
White: English/Welsh/Scottish/Northern Irish/British,E07000135,39634
White: Irish,E07000135,387
White: Gypsy or Irish Traveller,E07000135,9
White: Other White,E07000135,981
Mixed/multiple ethnic groups,E07000135,1176
Mixed/multiple ethnic groups: White and Black Caribbean,E07000135,383
Mixed/multiple ethnic groups: White and Black African,E07000135,85
Mixed/multiple ethnic groups: White and Asian,E07000135,493
Mixed/multiple ethnic groups: Other Mixed,E07000135,215
Asian/Asian British,E07000135,12520
Asian/Asian British: Indian,E07000135,9938
Asian/Asian British: Pakistani,E07000135,1080
Asian/Asian British: Bangladeshi,E07000135,128
Asian/Asian British: Chinese,E07000135,328
Asian/Asian British: Other Asian,E07000135,1046
Black/African/Caribbean/Black British,E07000135,671
Black/African/Caribbean/Black British: African,E07000135,302
Black/African/Caribbean/Black British: Caribbean,E07000135,305
Black/African/Caribbean/Black British: Other Black,E07000135,64
Other ethnic group,E07000135,792
Other ethnic group: Arab,E07000135,191
Other ethnic group: Any other ethnic group,E07000135,601
All usual residents,E07000136,64637
White,E07000136,62592
White: English/Welsh/Scottish/Northern Irish/British,E07000136,54221
White: Irish,E07000136,208
White: Gypsy or Irish Traveller,E07000136,63
White: Other White,E07000136,8100
Mixed/multiple ethnic groups,E07000136,664
Mixed/multiple ethnic groups: White and Black Caribbean,E07000136,171
Mixed/multiple ethnic groups: White and Black African,E07000136,114
Mixed/multiple ethnic groups: White and Asian,E07000136,167
Mixed/multiple ethnic groups: Other Mixed,E07000136,212
Asian/Asian British,E07000136,928
Asian/Asian British: Indian,E07000136,374
Asian/Asian British: Pakistani,E07000136,148
Asian/Asian British: Bangladeshi,E07000136,72
Asian/Asian British: Chinese,E07000136,130
Asian/Asian British: Other Asian,E07000136,204
Black/African/Caribbean/Black British,E07000136,278
Black/African/Caribbean/Black British: African,E07000136,174
Black/African/Caribbean/Black British: Caribbean,E07000136,57
Black/African/Caribbean/Black British: Other Black,E07000136,47
Other ethnic group,E07000136,175
Other ethnic group: Arab,E07000136,63
Other ethnic group: Any other ethnic group,E07000136,112
All usual residents,E07000137,136401
White,E07000137,134314
White: English/Welsh/Scottish/Northern Irish/British,E07000137,131717
White: Irish,E07000137,490
White: Gypsy or Irish Traveller,E07000137,61
White: Other White,E07000137,2046
Mixed/multiple ethnic groups,E07000137,937
Mixed/multiple ethnic groups: White and Black Caribbean,E07000137,414
Mixed/multiple ethnic groups: White and Black African,E07000137,87
Mixed/multiple ethnic groups: White and Asian,E07000137,261
Mixed/multiple ethnic groups: Other Mixed,E07000137,175
Asian/Asian British,E07000137,789
Asian/Asian British: Indian,E07000137,231
Asian/Asian British: Pakistani,E07000137,63
Asian/Asian British: Bangladeshi,E07000137,100
Asian/Asian British: Chinese,E07000137,198
Asian/Asian British: Other Asian,E07000137,197
Black/African/Caribbean/Black British,E07000137,264
Black/African/Caribbean/Black British: African,E07000137,160
Black/African/Caribbean/Black British: Caribbean,E07000137,75
Black/African/Caribbean/Black British: Other Black,E07000137,29
Other ethnic group,E07000137,97
Other ethnic group: Arab,E07000137,40
Other ethnic group: Any other ethnic group,E07000137,57
All usual residents,E07000138,93541
White,E07000138,89379
White: English/Welsh/Scottish/Northern Irish/British,E07000138,83653
White: Irish,E07000138,719
White: Gypsy or Irish Traveller,E07000138,80
White: Other White,E07000138,4927
Mixed/multiple ethnic groups,E07000138,1230
Mixed/multiple ethnic groups: White and Black Caribbean,E07000138,367
Mixed/multiple ethnic groups: White and Black African,E07000138,189
Mixed/multiple ethnic groups: White and Asian,E07000138,372
Mixed/multiple ethnic groups: Other Mixed,E07000138,302
Asian/Asian British,E07000138,1794
Asian/Asian British: Indian,E07000138,522
Asian/Asian British: Pakistani,E07000138,139
Asian/Asian British: Bangladeshi,E07000138,139
Asian/Asian British: Chinese,E07000138,452
Asian/Asian British: Other Asian,E07000138,542
Black/African/Caribbean/Black British,E07000138,778
Black/African/Caribbean/Black British: African,E07000138,504
Black/African/Caribbean/Black British: Caribbean,E07000138,165
Black/African/Caribbean/Black British: Other Black,E07000138,109
Other ethnic group,E07000138,360
Other ethnic group: Arab,E07000138,175
Other ethnic group: Any other ethnic group,E07000138,185
All usual residents,E07000139,107766
White,E07000139,105835
White: English/Welsh/Scottish/Northern Irish/British,E07000139,103343
White: Irish,E07000139,512
White: Gypsy or Irish Traveller,E07000139,74
White: Other White,E07000139,1906
Mixed/multiple ethnic groups,E07000139,791
Mixed/multiple ethnic groups: White and Black Caribbean,E07000139,242
Mixed/multiple ethnic groups: White and Black African,E07000139,91
Mixed/multiple ethnic groups: White and Asian,E07000139,256
Mixed/multiple ethnic groups: Other Mixed,E07000139,202
Asian/Asian British,E07000139,750
Asian/Asian British: Indian,E07000139,217
Asian/Asian British: Pakistani,E07000139,29
Asian/Asian British: Bangladeshi,E07000139,68
Asian/Asian British: Chinese,E07000139,215
Asian/Asian British: Other Asian,E07000139,221
Black/African/Caribbean/Black British,E07000139,251
Black/African/Caribbean/Black British: African,E07000139,108
Black/African/Caribbean/Black British: Caribbean,E07000139,101
Black/African/Caribbean/Black British: Other Black,E07000139,42
Other ethnic group,E07000139,139
Other ethnic group: Arab,E07000139,43
Other ethnic group: Any other ethnic group,E07000139,96
All usual residents,E07000140,88270
White,E07000140,86370
White: English/Welsh/Scottish/Northern Irish/British,E07000140,79569
White: Irish,E07000140,282
White: Gypsy or Irish Traveller,E07000140,100
White: Other White,E07000140,6419
Mixed/multiple ethnic groups,E07000140,796
Mixed/multiple ethnic groups: White and Black Caribbean,E07000140,247
Mixed/multiple ethnic groups: White and Black African,E07000140,138
Mixed/multiple ethnic groups: White and Asian,E07000140,233
Mixed/multiple ethnic groups: Other Mixed,E07000140,178
Asian/Asian British,E07000140,747
Asian/Asian British: Indian,E07000140,251
Asian/Asian British: Pakistani,E07000140,48
Asian/Asian British: Bangladeshi,E07000140,54
Asian/Asian British: Chinese,E07000140,176
Asian/Asian British: Other Asian,E07000140,218
Black/African/Caribbean/Black British,E07000140,257
Black/African/Caribbean/Black British: African,E07000140,137
Black/African/Caribbean/Black British: Caribbean,E07000140,72
Black/African/Caribbean/Black British: Other Black,E07000140,48
Other ethnic group,E07000140,100
Other ethnic group: Arab,E07000140,13
Other ethnic group: Any other ethnic group,E07000140,87
All usual residents,E07000141,133788
White,E07000141,130394
White: English/Welsh/Scottish/Northern Irish/British,E07000141,125261
White: Irish,E07000141,656
White: Gypsy or Irish Traveller,E07000141,78
White: Other White,E07000141,4399
Mixed/multiple ethnic groups,E07000141,1142
Mixed/multiple ethnic groups: White and Black Caribbean,E07000141,410
Mixed/multiple ethnic groups: White and Black African,E07000141,138
Mixed/multiple ethnic groups: White and Asian,E07000141,304
Mixed/multiple ethnic groups: Other Mixed,E07000141,290
Asian/Asian British,E07000141,1580
Asian/Asian British: Indian,E07000141,509
Asian/Asian British: Pakistani,E07000141,93
Asian/Asian British: Bangladeshi,E07000141,63
Asian/Asian British: Chinese,E07000141,436
Asian/Asian British: Other Asian,E07000141,479
Black/African/Caribbean/Black British,E07000141,509
Black/African/Caribbean/Black British: African,E07000141,330
Black/African/Caribbean/Black British: Caribbean,E07000141,117
Black/African/Caribbean/Black British: Other Black,E07000141,62
Other ethnic group,E07000141,163
Other ethnic group: Arab,E07000141,48
Other ethnic group: Any other ethnic group,E07000141,115
All usual residents,E07000142,89250
White,E07000142,87600
White: English/Welsh/Scottish/Northern Irish/British,E07000142,85977
White: Irish,E07000142,411
White: Gypsy or Irish Traveller,E07000142,161
White: Other White,E07000142,1051
Mixed/multiple ethnic groups,E07000142,630
Mixed/multiple ethnic groups: White and Black Caribbean,E07000142,222
Mixed/multiple ethnic groups: White and Black African,E07000142,58
Mixed/multiple ethnic groups: White and Asian,E07000142,205
Mixed/multiple ethnic groups: Other Mixed,E07000142,145
Asian/Asian British,E07000142,728
Asian/Asian British: Indian,E07000142,370
Asian/Asian British: Pakistani,E07000142,64
Asian/Asian British: Bangladeshi,E07000142,0
Asian/Asian British: Chinese,E07000142,130
Asian/Asian British: Other Asian,E07000142,164
Black/African/Caribbean/Black British,E07000142,224
Black/African/Caribbean/Black British: African,E07000142,127
Black/African/Caribbean/Black British: Caribbean,E07000142,74
Black/African/Caribbean/Black British: Other Black,E07000142,23
Other ethnic group,E07000142,68
Other ethnic group: Arab,E07000142,38
Other ethnic group: Any other ethnic group,E07000142,30
All usual residents,E07000150,61255
White,E07000150,58519
White: English/Welsh/Scottish/Northern Irish/British,E07000150,52069
White: Irish,E07000150,855
White: Gypsy or Irish Traveller,E07000150,28
White: Other White,E07000150,5567
Mixed/multiple ethnic groups,E07000150,836
Mixed/multiple ethnic groups: White and Black Caribbean,E07000150,271
Mixed/multiple ethnic groups: White and Black African,E07000150,127
Mixed/multiple ethnic groups: White and Asian,E07000150,215
Mixed/multiple ethnic groups: Other Mixed,E07000150,223
Asian/Asian British,E07000150,782
Asian/Asian British: Indian,E07000150,348
Asian/Asian British: Pakistani,E07000150,34
Asian/Asian British: Bangladeshi,E07000150,138
Asian/Asian British: Chinese,E07000150,96
Asian/Asian British: Other Asian,E07000150,166
Black/African/Caribbean/Black British,E07000150,1008
Black/African/Caribbean/Black British: African,E07000150,778
Black/African/Caribbean/Black British: Caribbean,E07000150,130
Black/African/Caribbean/Black British: Other Black,E07000150,100
Other ethnic group,E07000150,110
Other ethnic group: Arab,E07000150,24
Other ethnic group: Any other ethnic group,E07000150,86
All usual residents,E07000151,77843
White,E07000151,75123
White: English/Welsh/Scottish/Northern Irish/British,E07000151,72448
White: Irish,E07000151,509
White: Gypsy or Irish Traveller,E07000151,54
White: Other White,E07000151,2112
Mixed/multiple ethnic groups,E07000151,971
Mixed/multiple ethnic groups: White and Black Caribbean,E07000151,381
Mixed/multiple ethnic groups: White and Black African,E07000151,98
Mixed/multiple ethnic groups: White and Asian,E07000151,302
Mixed/multiple ethnic groups: Other Mixed,E07000151,190
Asian/Asian British,E07000151,1183
Asian/Asian British: Indian,E07000151,551
Asian/Asian British: Pakistani,E07000151,172
Asian/Asian British: Bangladeshi,E07000151,55
Asian/Asian British: Chinese,E07000151,151
Asian/Asian British: Other Asian,E07000151,254
Black/African/Caribbean/Black British,E07000151,481
Black/African/Caribbean/Black British: African,E07000151,213
Black/African/Caribbean/Black British: Caribbean,E07000151,211
Black/African/Caribbean/Black British: Other Black,E07000151,57
Other ethnic group,E07000151,85
Other ethnic group: Arab,E07000151,7
Other ethnic group: Any other ethnic group,E07000151,78
All usual residents,E07000152,86765
White,E07000152,83842
White: English/Welsh/Scottish/Northern Irish/British,E07000152,81083
White: Irish,E07000152,583
White: Gypsy or Irish Traveller,E07000152,46
White: Other White,E07000152,2130
Mixed/multiple ethnic groups,E07000152,1052
Mixed/multiple ethnic groups: White and Black Caribbean,E07000152,381
Mixed/multiple ethnic groups: White and Black African,E07000152,123
Mixed/multiple ethnic groups: White and Asian,E07000152,288
Mixed/multiple ethnic groups: Other Mixed,E07000152,260
Asian/Asian British,E07000152,1096
Asian/Asian British: Indian,E07000152,530
Asian/Asian British: Pakistani,E07000152,62
Asian/Asian British: Bangladeshi,E07000152,12
Asian/Asian British: Chinese,E07000152,244
Asian/Asian British: Other Asian,E07000152,248
Black/African/Caribbean/Black British,E07000152,630
Black/African/Caribbean/Black British: African,E07000152,352
Black/African/Caribbean/Black British: Caribbean,E07000152,204
Black/African/Caribbean/Black British: Other Black,E07000152,74
Other ethnic group,E07000152,145
Other ethnic group: Arab,E07000152,33
Other ethnic group: Any other ethnic group,E07000152,112
